guid/image	labels	scores	boxes
bc097e0a-99bf-438d-9826-5ba0f228ea34/0057	[1, 2, 0, 2, 2]	[0.9999439716339111, 0.012936954386532307, 0.0006483985343948007, 3.703164281887439e-07, 2.559719121109083e-07]	[[0.39704495668411255, 0.6726744771003723, 0.4491913616657257, 0.7731369733810425], [0.39126256108283997, 0.6756893396377563, 0.4498438537120819, 0.7681147456169128], [0.3847118616104126, 0.6752558350563049, 0.4520760476589203, 0.7756171226501465], [0.4194100797176361, 0.2753487229347229, 0.443039208650589, 0.30869024991989136], [0.0, 0.0, 0.8816268444061279, 1.0]]
59bc8d9d-7ab9-4383-ab1b-c5b4941fb6f9/0035	[1, 1, 0, 1, 0]	[0.9999994039535522, 8.440326382697094e-06, 2.5707363420224283e-06, 2.007311422858038e-06, 1.406882120136288e-06]	[[0.41852933168411255, 0.37455832958221436, 0.4883396327495575, 0.4394749104976654], [0.022805947810411453, 0.40364670753479004, 0.6336571574211121, 0.9851340651512146], [0.17494836449623108, 0.01011921837925911, 0.23249568045139313, 0.0262259840965271], [0.032517291605472565, 0.0, 0.4832525849342346, 0.4452736973762512], [0.41851821541786194, 0.3738463222980499, 0.48242107033729553, 0.4406299889087677]]
630f5200-f86e-490f-8764-1ecf1d398f5b/0057	[2, 2, 1, 1, 0]	[0.9999966621398926, 0.001247761189006269, 0.0007372679538093507, 0.0003214809112250805, 6.164496880955994e-05]	[[0.3605271875858307, 0.07385426014661789, 0.4893355965614319, 0.15192019939422607], [0.0, 0.25288712978363037, 0.950609028339386, 1.0], [0.02983345463871956, 0.3424997627735138, 0.8755483031272888, 0.9834172129631042], [0.37556079030036926, 0.0771469846367836, 0.48890119791030884, 0.15039967000484467], [0.35514289140701294, 0.0821189358830452, 0.4841808080673218, 0.14902925491333008]]
0cec3d1f-544c-4146-8632-84b1f9fe89d3/0049	[1, 2, 0, 0, 0]	[1.0, 3.324741555843502e-05, 1.7645714251557365e-05, 1.4373898011399433e-05, 3.2227057999989484e-06]	[[0.4031747281551361, 0.4141121208667755, 0.6053524613380432, 0.6973463296890259], [0.379523366689682, 0.43591228127479553, 0.6021590232849121, 0.6917868852615356], [0.42846110463142395, 0.4162057638168335, 0.6087653636932373, 0.6841816902160645], [0.36095064878463745, 0.39997702836990356, 0.646486222743988, 0.7205144166946411], [0.4659295976161957, 0.006461859215050936, 0.532387912273407, 0.035365138202905655]]
8a90461a-c068-4e68-bbe5-452fdd2f26de/0026	[1, 2, 0, 0, 1]	[0.9999992847442627, 1.6413330740761012e-05, 9.381878044223413e-06, 1.861738951447478e-06, 1.7062675397028215e-06]	[[0.3667961657047272, 0.5437955856323242, 0.429273396730423, 0.5857494473457336], [0.36072131991386414, 0.5441963076591492, 0.43282637000083923, 0.5842714905738831], [0.3563438355922699, 0.5402228832244873, 0.44252580404281616, 0.5886348485946655], [0.3708316683769226, 0.5442322492599487, 0.41945934295654297, 0.5858402848243713], [0.024907490238547325, 0.0, 0.6533198952674866, 0.6600062847137451]]
a732dc3d-ff5c-41ef-8a56-afcbcf4fd7f6/0004	[1, 0, 0, 2, 0]	[0.9999984502792358, 0.0299269687384367, 0.003006851067766547, 0.0019253763603046536, 0.0016281941207125783]	[[0.4735417366027832, 0.4276357591152191, 0.498830646276474, 0.4569942057132721], [0.2852981984615326, 0.0, 0.3774208426475525, 0.020871063694357872], [0.2505917251110077, 0.0, 0.3329307734966278, 0.01845671981573105], [0.2816655933856964, 0.0, 0.3860117197036743, 0.020721785724163055], [0.2774835228919983, 0.006976008880883455, 0.36346179246902466, 0.029068518429994583]]
047b864f-0753-448b-9483-f990ae41abaf/0020	[1, 2, 1, 0, 1]	[0.999991774559021, 0.008068164810538292, 0.0005841468810103834, 0.00023320318723563105, 0.00012689920549746603]	[[0.3581087291240692, 0.742211639881134, 0.4569297730922699, 0.8904808163642883], [0.34284499287605286, 0.7546018958091736, 0.45543110370635986, 0.8723539113998413], [0.395502507686615, 0.7366446852684021, 0.42253774404525757, 0.8015213012695312], [0.33389654755592346, 0.7573372721672058, 0.45685213804244995, 0.8765462636947632], [0.3944743871688843, 0.7292888760566711, 0.43215182423591614, 0.7939361929893494]]
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0009	[2, 0, 1, 2, 0]	[0.9999967813491821, 0.0014035373460501432, 0.00012026083277305588, 1.289453575736843e-05, 2.042845835603657e-06]	[[0.0, 0.3082159161567688, 0.6433050036430359, 0.6554415822029114], [0.0, 0.2599039077758789, 0.686904788017273, 0.7100270986557007], [0.05555307865142822, 0.2869114577770233, 0.6628137826919556, 0.6744244694709778], [0.23306162655353546, 0.9798499941825867, 0.3425673246383667, 1.0], [0.24184216558933258, 0.981705367565155, 0.33475399017333984, 0.9996402263641357]]
af3ae5e6-27ef-4699-beb3-f2c72831a594/0033	[1, 2, 0, 2, 1]	[0.9999961853027344, 0.00014559600094798952, 2.4107876015477814e-05, 2.1896944417676423e-06, 8.439897669632046e-07]	[[0.34606868028640747, 0.6132175922393799, 0.37582942843437195, 0.6380420327186584], [0.342262327671051, 0.61378413438797, 0.3767506778240204, 0.6365945339202881], [0.3445735573768616, 0.6117985248565674, 0.378802090883255, 0.6394248604774475], [0.0, 0.04357881098985672, 0.9509865045547485, 0.7338550090789795], [0.2613210082054138, 0.06481360644102097, 0.9270180463790894, 0.96261066198349]]
b2365de5-858e-40b3-b782-68fdc6068389/0029	[1, 0, 2, 0, 1]	[1.0, 5.5130672990344465e-05, 5.414427869254723e-05, 2.394012653894606e-06, 6.758037898180191e-07]	[[0.27210578322410583, 0.43037164211273193, 0.8037784099578857, 0.7838407754898071], [0.20701302587985992, 0.46208465099334717, 0.839653730392456, 0.7661471366882324], [0.23585771024227142, 0.45263099670410156, 0.7968609929084778, 0.7656235694885254], [0.26553109288215637, 0.352939248085022, 0.8643907904624939, 0.87591552734375], [0.480435311794281, 0.9411309361457825, 0.5179561376571655, 1.0]]
dd49d264-aecf-4d23-92c1-adf35a8ab29b/0090	[0, 2, 1, 2, 1]	[0.9999991655349731, 0.00017698819283396006, 0.0001304659672314301, 8.695906581124291e-05, 3.510736860334873e-05]	[[0.0010933837620541453, 0.23890189826488495, 0.7274187803268433, 0.7285962700843811], [0.06304292380809784, 0.27460214495658875, 0.7021427154541016, 0.7332786917686462], [0.017949502915143967, 0.11949463933706284, 0.6474793553352356, 0.7922053337097168], [0.0, 0.18266190588474274, 0.6923445463180542, 0.8640620708465576], [0.05254665017127991, 0.25013622641563416, 0.6811149716377258, 0.6623097658157349]]
047b864f-0753-448b-9483-f990ae41abaf/0017	[1, 1, 2, 0, 0]	[0.9999996423721313, 0.0010089266579598188, 1.4325913070933893e-05, 4.442983026820002e-06, 3.25506357512495e-06]	[[0.38368427753448486, 0.5547060370445251, 0.4281836152076721, 0.5883887410163879], [0.3552113473415375, 0.6049236059188843, 0.429888516664505, 0.7135553359985352], [0.3429798483848572, 0.6076406836509705, 0.4291633665561676, 0.703578531742096], [0.3339453637599945, 0.6091079115867615, 0.4303766191005707, 0.7086817622184753], [0.37915685772895813, 0.5499199628829956, 0.42838284373283386, 0.5951098799705505]]
07fd6b85-0486-4790-ad35-a90a6b79c66c/0134	[2, 0, 1, 0, 1]	[0.999998927116394, 1.4006453966430854e-05, 4.925729172100546e-06, 2.610066530905897e-06, 1.3124844144840608e-06]	[[0.38882020115852356, 0.529157280921936, 0.42400091886520386, 0.5804567337036133], [0.3837628960609436, 0.5235133171081543, 0.4262389540672302, 0.5843684077262878], [0.04646268114447594, 0.007678559981286526, 0.1073770746588707, 0.030682208016514778], [0.05505312979221344, 0.009945043362677097, 0.10741648077964783, 0.029567204415798187], [0.04016362875699997, 0.020556721836328506, 0.08365365862846375, 0.03891593590378761]]
2a83167d-bba3-402b-a646-0d27569efbd9/0047	[1, 2, 2, 0, 2]	[0.9999958276748657, 0.00011917352821910754, 4.8976089601637796e-05, 2.7023444999940693e-05, 1.3059813682048116e-05]	[[0.3909623920917511, 0.2128738909959793, 0.4406464695930481, 0.2716033160686493], [0.03783784806728363, 0.4220152497291565, 0.9111985564231873, 1.0], [0.38657650351524353, 0.21368306875228882, 0.4418219327926636, 0.26836344599723816], [0.3840084969997406, 0.21042802929878235, 0.4403897523880005, 0.27178308367729187], [0.0, 0.13636448979377747, 0.9186368584632874, 1.0]]
8b2d3265-8b38-439d-86e9-92dccfee4cb5/0116	[2, 0, 1, 0, 0]	[0.9999972581863403, 0.0004436335584614426, 5.900364703848027e-05, 8.107413123070728e-06, 5.2673162826977205e-06]	[[0.34511587023735046, 0.0, 0.6274737119674683, 0.06539375334978104], [0.31532642245292664, 0.0, 0.636847972869873, 0.0683051198720932], [0.38339632749557495, 0.0, 0.6287268996238708, 0.0722288116812706], [0.03847254440188408, 0.0006379242404364049, 0.3195836544036865, 0.04901360347867012], [0.3731726408004761, 0.00025018429732881486, 0.4898708164691925, 0.03884747996926308]]
e47d46c4-05cd-490d-9aaf-bce1d11d21be/0174	[2, 0, 1, 2, 1]	[0.9999924898147583, 0.00011649942462099716, 0.00010415508586447686, 8.98218568181619e-05, 2.4536449927836657e-05]	[[0.34538373351097107, 0.41283661127090454, 0.4845622777938843, 0.4882799983024597], [0.3426501452922821, 0.4125059247016907, 0.48892268538475037, 0.48548993468284607], [0.35684916377067566, 0.4124103784561157, 0.48159483075141907, 0.48782631754875183], [0.0, 0.5084798336029053, 0.9492369890213013, 1.0], [0.0, 0.5321720838546753, 0.8335139751434326, 0.9859716892242432]]
e47d46c4-05cd-490d-9aaf-bce1d11d21be/0130	[1, 0, 2, 1, 0]	[0.9999994039535522, 0.00020958113600499928, 0.00015210940910037607, 7.377976726274937e-05, 7.28294180589728e-05]	[[0.35917675495147705, 0.7411386966705322, 0.49031031131744385, 0.8537255525588989], [0.4289676547050476, 0.0, 0.5439183115959167, 0.019287850707769394], [0.42647355794906616, 0.0, 0.559104323387146, 0.01808510720729828], [0.4297865629196167, 0.0, 0.5770164728164673, 0.01840890198945999], [0.45804348587989807, 0.0, 0.5598827004432678, 0.029546936973929405]]
4d5aa6f5-6d2e-444a-8960-e73c62cde93f/0171	[1, 2, 1, 2, 2]	[0.9999967813491821, 0.001975922379642725, 0.00011381182412151247, 2.5484612706350163e-05, 1.7334286894765683e-05]	[[0.40262407064437866, 0.3161890208721161, 0.4334980845451355, 0.37792667746543884], [0.3795435428619385, 0.002764946548268199, 0.4137438237667084, 0.03972379118204117], [0.38321393728256226, 0.00525438878685236, 0.4138929843902588, 0.040047839283943176], [0.3880617320537567, 0.4417261779308319, 0.41803494095802307, 0.4612289071083069], [0.39801427721977234, 0.32098254561424255, 0.43279480934143066, 0.3717637360095978]]
630f5200-f86e-490f-8764-1ecf1d398f5b/0115	[1, 2, 1, 2, 0]	[0.9999945163726807, 0.0002255747967865318, 7.154094782890752e-05, 2.6624127713148482e-05, 1.2970562238479033e-05]	[[0.4071822166442871, 0.8552553057670593, 0.4403071105480194, 0.8803277015686035], [0.4030890166759491, 0.8551908731460571, 0.44133561849594116, 0.8794291615486145], [0.13815730810165405, 0.009994953870773315, 0.9061010479927063, 0.9885590672492981], [0.0, 0.0, 0.9376991987228394, 1.0], [0.40341100096702576, 0.8517208099365234, 0.4434431493282318, 0.8868586421012878]]
bc097e0a-99bf-438d-9826-5ba0f228ea34/0025	[2, 0, 0, 2, 1]	[0.9999953508377075, 6.022720117471181e-05, 4.3425381591077894e-05, 2.3605674869031645e-05, 1.844532016548328e-05]	[[0.3655467629432678, 0.5055802464485168, 0.4381192624568939, 0.5363594889640808], [0.3973269462585449, 0.0, 0.44854700565338135, 0.059603117406368256], [0.3622032701969147, 0.5029792189598083, 0.44452643394470215, 0.5391098260879517], [0.40071508288383484, 0.0017447150312364101, 0.45638957619667053, 0.05869598686695099], [0.4071514904499054, 0.0, 0.45298415422439575, 0.06693743169307709]]
4d5aa6f5-6d2e-444a-8960-e73c62cde93f/0008	[1, 2, 0, 2, 2]	[0.999998927116394, 3.6686065868707374e-05, 1.595610228832811e-05, 1.1632245332293678e-05, 8.319942025991622e-06]	[[0.3999510407447815, 0.31998080015182495, 0.47063228487968445, 0.39695045351982117], [0.40362727642059326, 0.4888612926006317, 0.4253987669944763, 0.5086977481842041], [0.4028676748275757, 0.3259706497192383, 0.4608590304851532, 0.39457187056541443], [0.3936692774295807, 0.05548712611198425, 0.4385091960430145, 0.0829923003911972], [0.39519551396369934, 0.3216814398765564, 0.46853217482566833, 0.39454782009124756]]
2a279bda-651c-4740-a616-6862aa904c24/0140	[1, 0, 0, 0, 0]	[0.9999998807907104, 4.736675327876583e-05, 1.4385630493052304e-05, 9.535365279589314e-06, 3.8136090552143287e-06]	[[0.36765214800834656, 0.5089195370674133, 0.4607030749320984, 0.5679149627685547], [0.08194784075021744, 0.00786050409078598, 0.16957136988639832, 0.02453744225203991], [0.09866932779550552, 0.01018585730344057, 0.19429200887680054, 0.026732616126537323], [0.0867273360490799, 0.010652655735611916, 0.15176822245121002, 0.025903014466166496], [0.1196761354804039, 0.008719684556126595, 0.24152380228042603, 0.025452664121985435]]
b38d6b73-db94-4345-b313-0aee58588ded/0030	[2, 0, 2, 1, 1]	[0.9999761581420898, 0.000377323740394786, 2.0383751689223573e-05, 9.008879715111107e-06, 3.3567769150977256e-06]	[[0.3940716087818146, 0.45329928398132324, 0.4270656704902649, 0.4790947735309601], [0.393059641122818, 0.45285943150520325, 0.42811277508735657, 0.48006436228752136], [0.0, 0.38739484548568726, 0.9648538827896118, 1.0], [0.3977517783641815, 0.45305129885673523, 0.4262726306915283, 0.4789195656776428], [0.3317726254463196, 0.0, 0.35985124111175537, 0.0508405975997448]]
8fe618c9-8ea6-4f82-b634-cfebc8a47122/0088	[1, 2, 1, 2, 0]	[0.9999818801879883, 3.772764466702938e-05, 1.1559679478523321e-05, 6.777202997909626e-06, 2.542883976275334e-06]	[[0.3968074917793274, 0.5901616811752319, 0.423841267824173, 0.6175132393836975], [0.046074625104665756, 0.5409700870513916, 0.8541720509529114, 1.0], [0.02383003756403923, 0.5278651714324951, 0.7188289165496826, 1.0], [0.39253145456314087, 0.5907247066497803, 0.42366644740104675, 0.6161025762557983], [0.39090320467948914, 0.58698570728302, 0.4269287586212158, 0.6222273111343384]]
4d5aa6f5-6d2e-444a-8960-e73c62cde93f/0058	[2, 0, 2, 1, 2]	[0.9999926090240479, 0.00032247419585473835, 4.553332109935582e-05, 4.1501643863739446e-05, 2.3536840672022663e-05]	[[0.34986168146133423, 0.46428656578063965, 0.4835141897201538, 0.5583030581474304], [0.34986451268196106, 0.4631790518760681, 0.4866889715194702, 0.5521113872528076], [0.393929123878479, 0.018916228786110878, 0.4240902364253998, 0.05047821253538132], [0.363078773021698, 0.4604852795600891, 0.4838791489601135, 0.5568723082542419], [0.39084044098854065, 0.02880575694143772, 0.4214276969432831, 0.0486251525580883]]
2a83167d-bba3-402b-a646-0d27569efbd9/0015	[2, 0, 1, 2, 1]	[0.9999127388000488, 0.0018040082650259137, 0.00010673743236111477, 6.304092039499665e-06, 4.804674631486705e-07]	[[0.3584592640399933, 0.4967910349369049, 0.3870299756526947, 0.5178871750831604], [0.3603646755218506, 0.4955802857875824, 0.3884755074977875, 0.5187072157859802], [0.36033251881599426, 0.4936286211013794, 0.3876721262931824, 0.5188436508178711], [0.0, 0.5492710471153259, 0.9510711431503296, 0.9986659288406372], [0.1639101505279541, 0.03456589952111244, 0.9067374467849731, 0.973861038684845]]
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9/0024	[2, 2, 2, 2, 0]	[0.9999929666519165, 0.00010954603931168094, 7.319840369746089e-05, 6.235647742869332e-05, 1.9861692635458894e-05]	[[0.38765546679496765, 0.377583384513855, 0.4498589336872101, 0.42418381571769714], [0.44531387090682983, 0.0008224161574617028, 0.5581055283546448, 0.02219713106751442], [0.3987409770488739, 0.5852832198143005, 0.4379599690437317, 0.6272343397140503], [0.3978787660598755, 0.6074246764183044, 0.4356074631214142, 0.6506192088127136], [0.4379575252532959, 0.0, 0.5472663640975952, 0.02466643415391445]]
400a07ae-a945-41de-8a94-b0bf655474e5/0060	[1, 2, 0, 2, 0]	[0.9999997615814209, 6.389991176547483e-05, 4.955535041517578e-05, 5.615269401459955e-06, 3.5033551739616087e-06]	[[0.3954523801803589, 0.04429999366402626, 0.44406387209892273, 0.14505115151405334], [0.38788703083992004, 0.049742747098207474, 0.44315779209136963, 0.1397039294242859], [0.38374945521354675, 0.05226384848356247, 0.44747790694236755, 0.1452268809080124], [0.041232094168663025, 0.9323102235794067, 0.5859701633453369, 0.9958080649375916], [0.08878212422132492, 0.9356697201728821, 0.5386163592338562, 0.9921634197235107]]
6e8c6f50-8a18-4f27-a9cc-3ab775d7bc9c/0072	[2, 0, 2, 2, 2]	[0.9999738931655884, 0.00042852782644331455, 7.935507710499223e-06, 4.905945843347581e-06, 2.6591549158183625e-06]	[[0.39889103174209595, 0.4367666244506836, 0.4479052722454071, 0.4681773781776428], [0.3933674693107605, 0.4342361092567444, 0.4502052068710327, 0.47128739953041077], [0.38283514976501465, 0.0, 0.44935330748558044, 0.012104740366339684], [0.39624324440956116, 0.3862309753894806, 0.44040900468826294, 0.41255617141723633], [0.3600562810897827, 0.0, 0.42842140793800354, 0.015207592397928238]]
07fd6b85-0486-4790-ad35-a90a6b79c66c/0172	[2, 0, 1, 1, 2]	[0.9999970197677612, 7.20504385753884e-06, 8.204740993278392e-07, 4.4953858946428227e-07, 3.4900890000244544e-07]	[[0.38918593525886536, 0.5037208795547485, 0.4174047112464905, 0.5212534666061401], [0.3865284025669098, 0.5028293132781982, 0.41771671175956726, 0.5233444571495056], [0.3905460834503174, 0.5038269758224487, 0.4178423285484314, 0.5239394307136536], [0.03828031197190285, 0.007537525147199631, 0.10660722851753235, 0.029197219759225845], [0.021628214046359062, 0.3719578683376312, 0.9511319994926453, 1.0]]
8a90461a-c068-4e68-bbe5-452fdd2f26de/0012	[1, 2, 0, 1, 1]	[0.9999997615814209, 1.0676110832719132e-05, 6.275108717090916e-06, 2.057488018181175e-06, 1.613722020010755e-06]	[[0.36686787009239197, 0.5431980490684509, 0.4302177429199219, 0.585969090461731], [0.36031070351600647, 0.5436679720878601, 0.43324607610702515, 0.5842770338058472], [0.35606762766838074, 0.5397844910621643, 0.44310691952705383, 0.588634729385376], [0.040782246738672256, 0.0, 0.5172080993652344, 0.576974093914032], [0.37580573558807373, 0.005097060464322567, 0.4986805021762848, 0.028731370344758034]]
435ebc5b-40e8-401c-9816-8f584427f82c/0047	[1, 2, 2, 0, 1]	[0.9999991655349731, 0.0001395007420796901, 2.9869808713556267e-05, 1.5522595276706852e-05, 1.428239465894876e-05]	[[0.3850703835487366, 0.4348316788673401, 0.4254191815853119, 0.4658467471599579], [0.023990031331777573, 0.4406130611896515, 0.9247112274169922, 1.0], [0.07680928707122803, 0.6639548540115356, 0.6048046350479126, 1.0], [0.07144425064325333, 0.6938809752464294, 0.5635989904403687, 0.9540700316429138], [0.013314900919795036, 0.449628621339798, 0.8078902959823608, 0.9774900078773499]]
af3ae5e6-27ef-4699-beb3-f2c72831a594/0094	[1, 2, 1, 2, 2]	[0.9999996423721313, 5.968271580059081e-05, 4.140565579291433e-06, 2.855997081496753e-06, 1.5312504046960385e-06]	[[0.3949369788169861, 0.38200104236602783, 0.42715075612068176, 0.41529420018196106], [0.0, 0.202680304646492, 0.9377861022949219, 0.9905415177345276], [0.0, 0.22500908374786377, 0.8794544339179993, 0.9475704431533813], [0.013218037784099579, 0.42171838879585266, 0.552144467830658, 0.9030647277832031], [0.0, 0.5349647998809814, 0.9078837633132935, 1.0]]
1fcce361-ab48-46a4-bbfb-f73bd4bf40e4/0078	[1, 0, 0, 1, 0]	[0.9999998807907104, 5.874687758478103e-06, 4.351871211838443e-06, 2.8062272576789837e-06, 2.5677923076727893e-06]	[[0.3726961612701416, 0.4589078426361084, 0.50986248254776, 0.5550469756126404], [0.05312852934002876, 0.01017762254923582, 0.10357461124658585, 0.033898357301950455], [0.08308786153793335, 0.00709220115095377, 0.14885209500789642, 0.026133844628930092], [0.3712097406387329, 0.7081363201141357, 0.40560582280158997, 0.808357298374176], [0.06679873913526535, 0.00956498458981514, 0.1382182389497757, 0.034359510987997055]]
2a83167d-bba3-402b-a646-0d27569efbd9/0006	[2, 0, 1, 2, 2]	[0.9999760389328003, 0.0001304785837419331, 4.018396066385321e-05, 2.2139518478070386e-05, 5.547476575884502e-06]	[[0.3921798765659332, 0.6944633722305298, 0.4252854287624359, 0.734165608882904], [0.39202773571014404, 0.6911526918411255, 0.42621955275535583, 0.7361143827438354], [0.3959091901779175, 0.6932865977287292, 0.42578962445259094, 0.7338401079177856], [0.0, 0.0, 0.9415810704231262, 0.9706630110740662], [0.0, 0.13369590044021606, 0.8651205897331238, 0.8470168113708496]]
6b08aacf-49fe-445b-8085-41d09f937be5/0010	[2, 1, 2, 2, 0]	[0.9999982118606567, 0.0004593160410877317, 7.603762787766755e-05, 5.248146771918982e-05, 1.398028416588204e-05]	[[0.38607391715049744, 0.10122834891080856, 0.43732425570487976, 0.15012943744659424], [0.0, 0.3844486474990845, 0.8112843632698059, 0.9759522080421448], [0.0, 0.16170087456703186, 0.883095383644104, 1.0], [0.0, 0.5188304781913757, 0.8969929814338684, 1.0], [0.38268741965293884, 0.095693439245224, 0.4390406012535095, 0.15370143949985504]]
78b7c40e-e087-4187-aeb2-b010654308b7/0017	[1, 0, 2, 2, 0]	[0.999998927116394, 3.5580644180299714e-05, 1.1616350093390793e-05, 8.895092832972296e-06, 6.229964583326364e-06]	[[0.4341835081577301, 0.4615284204483032, 0.4595062732696533, 0.4787262976169586], [0.08896150439977646, 0.005980334244668484, 0.16379863023757935, 0.02410995587706566], [0.37775903940200806, 0.0049866265617311, 0.40554898977279663, 0.024493156000971794], [0.08357690274715424, 0.003501236205920577, 0.16412387788295746, 0.025615541264414787], [0.09017562121152878, 0.00981841515749693, 0.14537309110164642, 0.025356795638799667]]
a4e74f16-eed6-4eb8-9911-51e0d288cd29/0108	[1, 2, 0, 2, 0]	[0.9999997615814209, 6.238476998987608e-06, 4.249430276104249e-06, 1.1253001730437973e-06, 1.0770407925519976e-06]	[[0.37221330404281616, 0.39032474160194397, 0.4074966609477997, 0.4297199845314026], [0.3673485815525055, 0.38888952136039734, 0.4087955951690674, 0.42734113335609436], [0.36728715896606445, 0.38448113203048706, 0.4134920537471771, 0.43739888072013855], [0.0, 0.24858611822128296, 0.9622947573661804, 0.9837988615036011], [0.36861273646354675, 0.3933345675468445, 0.40591874718666077, 0.4319421648979187]]
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9/0079	[2, 0, 1, 2, 1]	[0.9999790191650391, 0.00038482731906697154, 1.9666460502776317e-05, 1.3157361536286771e-05, 2.6209802399534965e-06]	[[0.3923666179180145, 0.38624143600463867, 0.4512081742286682, 0.43262484669685364], [0.38695892691612244, 0.38384750485420227, 0.4529256522655487, 0.4363557994365692], [0.4024308919906616, 0.38460859656333923, 0.4511951506137848, 0.4319920241832733], [0.0025945231318473816, 0.2627547085285187, 0.9347403645515442, 0.9625738859176636], [0.03171374648809433, 0.25906363129615784, 0.8618103861808777, 0.9510815143585205]]
2ff64915-103c-4924-a543-f4c7a16832e0/0034	[1, 0, 1, 0, 2]	[0.9999991655349731, 3.074244887102395e-05, 1.2113096090615727e-05, 1.073188195732655e-05, 9.40396603255067e-06]	[[0.4551912248134613, 0.8596280217170715, 0.5244116187095642, 1.0], [0.0872710794210434, 0.005006127990782261, 0.16193602979183197, 0.02206517942249775], [0.052498169243335724, 0.17820802330970764, 0.8658359050750732, 0.9753867387771606], [0.45059359073638916, 0.8645893931388855, 0.5236313939094543, 0.9974530935287476], [0.44752126932144165, 0.8636215329170227, 0.5255038738250732, 0.9962863326072693]]
a4e74f16-eed6-4eb8-9911-51e0d288cd29/0022	[1, 0, 2, 0, 0]	[1.0, 1.2371438970149029e-05, 1.1460459973022807e-05, 9.428489647689275e-06, 2.5574067876732443e-06]	[[0.3275832235813141, 0.6624890565872192, 0.46407589316368103, 0.8453628420829773], [0.2990255355834961, 0.6480036973953247, 0.48697665333747864, 0.858587920665741], [0.3212329149246216, 0.6675087213516235, 0.4643544852733612, 0.8387519121170044], [0.08468738943338394, 0.00740806944668293, 0.16706228256225586, 0.021376870572566986], [0.32351598143577576, 0.6649072170257568, 0.46028393507003784, 0.8378356695175171]]
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9/0176	[2, 1, 0, 0, 0]	[0.9999884366989136, 5.082803181721829e-05, 4.491756408242509e-05, 4.0927181544248015e-05, 4.836786956730066e-06]	[[0.3684418797492981, 0.9374575614929199, 0.49643203616142273, 1.0], [0.37983807921409607, 0.9377335906028748, 0.4977782666683197, 1.0], [0.3555041551589966, 0.9379950761795044, 0.503412127494812, 0.9994447827339172], [0.08200278878211975, 0.005767963360995054, 0.15868814289569855, 0.023851405829191208], [0.0840577557682991, 0.009073724038898945, 0.14268949627876282, 0.025215493515133858]]
6a435008-ce2b-4991-b66b-93aa4a084e05/0111	[1, 2, 0, 0, 2]	[0.9999998807907104, 5.833369414176559e-06, 3.30628290612367e-06, 2.2789229205955053e-06, 1.4016625300428132e-06]	[[0.36443912982940674, 0.35624590516090393, 0.663727879524231, 0.5840546488761902], [0.35409265756607056, 0.3644891381263733, 0.65187668800354, 0.5768277049064636], [0.3753906488418579, 0.35528138279914856, 0.7056004405021667, 0.5948071479797363], [0.3608567714691162, 0.3870169520378113, 0.6339616775512695, 0.5769537687301636], [0.0, 0.5591952800750732, 0.9277119040489197, 1.0]]
c6b38078-47e9-41e4-913a-c082736fb1cf/0161	[2, 0, 0, 2, 1]	[0.9999986886978149, 2.35064399021212e-05, 8.498068382323254e-06, 3.2339896733901696e-06, 1.8890056026066304e-06]	[[0.3851003050804138, 0.4739852547645569, 0.42236989736557007, 0.495606005191803], [0.3848098814487457, 0.47063878178596497, 0.4245113134384155, 0.49851545691490173], [0.21061274409294128, 0.7643807530403137, 0.32193616032600403, 0.8515480756759644], [0.3922670781612396, 0.0004935460165143013, 0.47889891266822815, 0.02871202863752842], [0.4162796139717102, 0.0, 0.4826887249946594, 0.028037426993250847]]
6a435008-ce2b-4991-b66b-93aa4a084e05/0054	[2, 0, 1, 2, 1]	[0.999993085861206, 0.00020880726515315473, 8.885750139597803e-05, 6.184079393278807e-05, 9.560901162330993e-06]	[[0.383978009223938, 0.49995145201683044, 0.4279364347457886, 0.5246529579162598], [0.3836705684661865, 0.49832695722579956, 0.4303385317325592, 0.5279248952865601], [0.3885871469974518, 0.4991467595100403, 0.42766690254211426, 0.5255411267280579], [0.0, 0.0, 0.9756441712379456, 1.0], [0.07331042736768723, 0.0, 0.8485400080680847, 0.8414422869682312]]
8b2d3265-8b38-439d-86e9-92dccfee4cb5/0185	[2, 0, 1, 1, 1]	[0.999976634979248, 0.0004507956327870488, 2.0394632883835584e-05, 4.010453722003149e-06, 3.7719917145295767e-06]	[[0.4041890501976013, 0.028637848794460297, 0.4577154815196991, 0.0796804204583168], [0.40209102630615234, 0.027962885797023773, 0.4580835998058319, 0.07926499098539352], [0.4094211757183075, 0.028120141476392746, 0.4564390778541565, 0.07815933972597122], [0.1726551055908203, 0.3910488486289978, 0.7838641405105591, 0.9681000709533691], [0.39100879430770874, 0.31983640789985657, 0.42433178424835205, 0.38859617710113525]]
