guid/image	labels	scores	boxes
2a279bda-651c-4740-a616-6862aa904c24/0044	[2, 2, 2, 2, 0]	[0.9029215574264526, 0.03082619607448578, 0.011197368614375591, 0.00662540877237916, 0.004394005052745342]	[[0.5023054480552673, 0.014116186648607254, 0.6049409508705139, 0.10715536773204803], [0.3539407551288605, 0.0028723813593387604, 0.4421086013317108, 0.07317090034484863], [0.4585020840167999, 0.0022391900420188904, 0.6362260580062866, 0.13811805844306946], [0.5359145402908325, 0.0030334293842315674, 0.6403223276138306, 0.0898192971944809], [0.1693023145198822, 0.03632505238056183, 0.30290454626083374, 0.25215864181518555]]
65d44631-a35a-4315-a509-2cdc695ff0f6/0008	[1, 2, 1, 1, 0]	[1.0, 0.0006512787658721209, 0.0002980033168569207, 0.00029372464632615447, 0.0002497208770364523]	[[0.35298508405685425, 0.2606062591075897, 0.7046251893043518, 0.5644854307174683], [0.35421669483184814, 0.26033711433410645, 0.7078170776367188, 0.5662415027618408], [0.012197926640510559, 0.6120876669883728, 0.4621790051460266, 1.0], [0.13649040460586548, 0.19101372361183167, 0.8594179153442383, 0.8651375770568848], [0.35491877794265747, 0.2639191150665283, 0.7044472098350525, 0.5570905208587646]]
8b2d3265-8b38-439d-86e9-92dccfee4cb5/0094	[2, 2, 2, 2, 2]	[0.9950716495513916, 0.006099036429077387, 0.0007769872318021953, 0.000637966557405889, 0.0004144689883105457]	[[0.3544919490814209, 0.9206345677375793, 0.4581279754638672, 1.0], [0.36736223101615906, 0.34161123633384705, 0.42352011799812317, 0.3780161440372467], [0.39945298433303833, 0.6415762305259705, 0.4432438015937805, 0.6736853718757629], [0.3175112307071686, 0.9094140529632568, 0.48398247361183167, 1.0], [0.0, 0.18832218647003174, 0.5463974475860596, 0.9130545854568481]]
6d179946-a669-4f32-8438-145a0f80886c/0055	[1, 2, 2, 0, 1]	[0.9996154308319092, 0.0002820512745529413, 0.0002504407020751387, 0.0002388967841397971, 0.0001523509854450822]	[[0.37341779470443726, 0.8811202645301819, 0.43749433755874634, 0.9633030295372009], [0.37341779470443726, 0.8811202645301819, 0.43749433755874634, 0.9633030295372009], [0.02458794414997101, 0.6592044234275818, 0.3632240891456604, 0.9875084757804871], [0.37341779470443726, 0.8811202645301819, 0.43749433755874634, 0.9633030295372009], [0.4014306664466858, 0.11597713828086853, 0.6699773669242859, 0.5749635696411133]]
b2365de5-858e-40b3-b782-68fdc6068389/0033	[1, 1, 1, 0, 1]	[0.9999998807907104, 0.0005077028763480484, 0.0004711411602329463, 0.00023870983568485826, 0.0002351492876186967]	[[0.26992928981781006, 0.44236916303634644, 0.8154324293136597, 0.8166294693946838], [0.1890392303466797, 0.2208501696586609, 0.8633989095687866, 0.8747170567512512], [0.0, 0.028011351823806763, 0.1181202083826065, 0.716600775718689], [0.26458215713500977, 0.45286089181900024, 0.8286652565002441, 0.8177754282951355], [0.0, 0.06885480880737305, 0.17778664827346802, 0.7121445536613464]]
435ebc5b-40e8-401c-9816-8f584427f82c/0166	[1, 2, 2, 2, 1]	[0.5694812536239624, 0.001456323079764843, 0.0007710058707743883, 0.0007283043232746422, 0.0007199139799922705]	[[0.38611429929733276, 0.3486546277999878, 0.4527868628501892, 0.38977867364883423], [0.38611429929733276, 0.3486546277999878, 0.4527868628501892, 0.38977867364883423], [0.31543266773223877, 0.005300247110426426, 0.426558256149292, 0.029019027948379517], [0.26369282603263855, 0.004894258454442024, 0.6378068923950195, 0.04845476150512695], [0.3526890277862549, 0.2626108229160309, 0.46600210666656494, 0.45990636944770813]]
0cec3d1f-544c-4146-8632-84b1f9fe89d3/0051	[1, 0, 1, 1, 1]	[0.9999821186065674, 0.0010991879971697927, 0.0010546001140028238, 0.000955066061578691, 0.0007238906691782176]	[[0.43889620900154114, 0.006217971444129944, 0.9564481973648071, 0.43984317779541016], [0.4305625557899475, 0.0007310211658477783, 0.9574939608573914, 0.450027734041214], [0.13960370421409607, 0.16958698630332947, 0.908929705619812, 0.8802660703659058], [0.3488018214702606, 0.2512884736061096, 0.4316611588001251, 0.3202943205833435], [0.0015108436346054077, 0.73409104347229, 0.40259337425231934, 0.9808692932128906]]
2a279bda-651c-4740-a616-6862aa904c24/0060	[1, 1, 2, 1, 1]	[0.9900859594345093, 0.0005747119430452585, 0.0005149956559762359, 0.0003878349671140313, 0.0002876801008824259]	[[0.38700374960899353, 0.4317079782485962, 0.4227679669857025, 0.45820045471191406], [0.37172776460647583, 0.28337761759757996, 0.4223923087120056, 0.32908007502555847], [0.305061012506485, 0.0011942777782678604, 0.391286700963974, 0.016352759674191475], [0.3490523099899292, 0.35776183009147644, 0.44676828384399414, 0.5626932382583618], [0.28272753953933716, 0.3954535722732544, 0.522381603717804, 0.49193257093429565]]
2a279bda-651c-4740-a616-6862aa904c24/0101	[1, 1, 1, 2, 1]	[0.9942540526390076, 0.0004982064128853381, 0.0002385178377153352, 0.00017687023500911891, 0.00015534338308498263]	[[0.390190988779068, 0.46077582240104675, 0.4356280267238617, 0.49281957745552063], [0.2853034734725952, 0.40447425842285156, 0.5169947147369385, 0.5069307088851929], [0.15050244331359863, 0.19612887501716614, 0.8608580827713013, 0.872057318687439], [0.033723145723342896, 0.003913059830665588, 0.9242008924484253, 0.2683645486831665], [0.34812143445014954, 0.3769460618495941, 0.45400306582450867, 0.5658031702041626]]
d9eaef25-7d75-45e3-9f70-6fb1a11a3456/0034	[1, 0, 0, 1, 2]	[0.9980584979057312, 0.0005549285560846329, 0.0001702042791293934, 0.0001460155181121081, 0.00011460253153927624]	[[0.36131924390792847, 0.7904740571975708, 0.4334239959716797, 0.9636961221694946], [0.12785270810127258, 0.1351698935031891, 0.48308584094047546, 0.8545932769775391], [0.03784105181694031, 0.312348335981369, 0.6821714639663696, 0.6572579145431519], [0.31735774874687195, 0.005217676982283592, 0.9043371677398682, 0.03705398738384247], [0.31318673491477966, 0.9758821725845337, 0.40634700655937195, 0.9936453104019165]]
af3ae5e6-27ef-4699-beb3-f2c72831a594/0141	[1, 1, 1, 1, 1]	[0.9988704323768616, 0.0002886876172851771, 0.00024934590328484774, 0.00023040015366859734, 0.000196554115973413]	[[0.34698593616485596, 0.6651589870452881, 0.38511115312576294, 0.6955002546310425], [0.13127657771110535, 0.17668327689170837, 0.8617575168609619, 0.8704653978347778], [0.0, 0.0, 0.44692665338516235, 0.36394381523132324], [0.004413902759552002, 0.19190843403339386, 0.4410816729068756, 0.465695321559906], [0.29988324642181396, 0.6149832606315613, 0.5713135600090027, 0.7173275351524353]]
3f70775d-223d-4929-b6ac-ab687814a34d/0092	[1, 1, 1, 1, 1]	[0.993337869644165, 0.021926799789071083, 0.0016402556793764234, 0.00151230173651129, 0.0010298618581146002]	[[0.40760478377342224, 0.4343189001083374, 0.5179412961006165, 0.646214485168457], [0.43492960929870605, 0.0, 0.47080516815185547, 0.008060039952397346], [0.44868525862693787, 0.0, 0.5039945244789124, 0.0076239705085754395], [0.39281749725341797, 0.0025421075988560915, 0.4484012722969055, 0.010025990195572376], [0.14282414317131042, 0.18106353282928467, 0.857288122177124, 0.8530459403991699]]
686f98de-0c48-4746-80ba-3242c0f254e1/0030	[0, 0, 0, 0, 0]	[0.5059062242507935, 0.05687762424349785, 0.03723880648612976, 0.010252413339912891, 0.0024750186130404472]	[[0.33160582184791565, 0.4705435037612915, 0.3771663010120392, 0.5080664157867432], [0.3490876853466034, 0.39127475023269653, 0.4013427197933197, 0.43417590856552124], [0.33422839641571045, 0.43898218870162964, 0.38587284088134766, 0.4793800711631775], [0.028180986642837524, 0.9682900309562683, 0.5614473819732666, 1.0], [0.367229700088501, 0.6154191493988037, 0.41752302646636963, 0.6495305299758911]]
047b864f-0753-448b-9483-f990ae41abaf/0007	[1, 2, 2, 2, 1]	[0.9994686245918274, 0.021203462034463882, 0.016599956899881363, 0.012703340500593185, 0.012448363937437534]	[[0.3755286633968353, 0.42002198100090027, 0.43136242032051086, 0.4844415485858917], [0.00019406527280807495, 0.7491630911827087, 0.07964718341827393, 1.0], [0.0, 0.8086521029472351, 0.032089438289403915, 0.9413976073265076], [0.0, 0.7562000155448914, 0.027794770896434784, 0.8843442797660828], [0.3808761537075043, 0.45496687293052673, 0.42545726895332336, 0.5100919008255005]]
dd49d264-aecf-4d23-92c1-adf35a8ab29b/0108	[0, 1, 2, 0, 0]	[0.9999830722808838, 0.0018133638659492135, 0.001225974876433611, 0.00016785749176051468, 0.0001281559671042487]	[[0.0, 0.24635159969329834, 0.7510972023010254, 0.7166326642036438], [0.0, 0.24546560645103455, 0.7471829652786255, 0.7185436487197876], [0.0, 0.24546560645103455, 0.7471829652786255, 0.7185436487197876], [0.0, 0.0, 0.4572385549545288, 1.0], [0.09863048791885376, 0.2670474052429199, 0.39060211181640625, 0.7539795637130737]]
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9/0062	[2, 2, 2, 2, 0]	[0.9996997117996216, 0.009622953832149506, 0.0030101744923740625, 0.0018172976560890675, 0.0005650356761179864]	[[0.3848472833633423, 0.36136099696159363, 0.4796357750892639, 0.44805189967155457], [0.3602888584136963, 0.0012643486261367798, 0.4540449380874634, 0.029361411929130554], [0.28022247552871704, 0.9204692244529724, 0.5516412854194641, 1.0], [0.18248344957828522, 0.0006812196224927902, 0.5445201396942139, 0.0440920889377594], [0.11051636934280396, 0.1608831286430359, 0.5629647970199585, 0.7813454270362854]]
2a83167d-bba3-402b-a646-0d27569efbd9/0064	[1, 2, 1, 1, 0]	[0.9999338388442993, 0.000569557654671371, 0.00045632311957888305, 0.00024402287090197206, 0.000186655975994654]	[[0.28195324540138245, 0.3668772578239441, 0.6176886558532715, 0.5802429914474487], [0.28386610746383667, 0.36309629678726196, 0.6212096214294434, 0.5824485421180725], [0.13982287049293518, 0.1992402970790863, 0.8661922216415405, 0.8710702657699585], [0.399994432926178, 0.003364868462085724, 0.8741924166679382, 0.05937805771827698], [0.019928157329559326, 0.9681050181388855, 0.614575982093811, 1.0]]
62995e02-a09c-43f2-99e5-e23381915b37/0080	[1, 1, 1, 2, 1]	[0.9508817791938782, 0.0009850702481344342, 0.0005285217193886638, 0.00046605151146650314, 0.00041619266266934574]	[[0.4374784827232361, 0.08823353052139282, 0.46962273120880127, 0.1255028247833252], [0.06010964512825012, 0.1928296685218811, 0.8800482749938965, 0.892997682094574], [0.05332446098327637, 0.038993000984191895, 0.778986930847168, 0.5418992638587952], [0.2151552140712738, 0.9425531029701233, 0.5514011383056641, 0.9993076920509338], [0.42933225631713867, 0.0081191286444664, 0.4671473503112793, 0.038046207278966904]]
3f70775d-223d-4929-b6ac-ab687814a34d/0088	[2, 1, 1, 0, 1]	[0.9982588887214661, 0.07458983361721039, 0.008170371875166893, 0.004131866618990898, 0.003627388970926404]	[[0.0, 0.5454137921333313, 0.9532996416091919, 1.0], [0.4399716556072235, 0.000647085253149271, 0.4693097174167633, 0.011094236746430397], [0.435163289308548, 0.04919830709695816, 0.4612361490726471, 0.07718407362699509], [0.010920017957687378, 0.5262194275856018, 0.9502044916152954, 1.0], [0.0, 0.5454137921333313, 0.9532996416091919, 1.0]]
07fd6b85-0486-4790-ad35-a90a6b79c66c/0031	[2, 2, 2, 2, 2]	[0.9991872906684875, 0.005933636799454689, 0.0003643629897851497, 0.0002369160793023184, 0.0002355141332373023]	[[0.368753045797348, 0.496587872505188, 0.40474751591682434, 0.5201778411865234], [0.04628215730190277, 0.013004183769226074, 0.5419349670410156, 0.28865107893943787], [0.007284969091415405, 0.749245285987854, 0.4077872633934021, 0.9937759637832642], [0.3724660575389862, 0.16868765652179718, 0.41610321402549744, 0.23702983558177948], [0.038319557905197144, 0.8125938773155212, 0.6097592115402222, 1.0]]
a4e74f16-eed6-4eb8-9911-51e0d288cd29/0015	[1, 2, 1, 1, 1]	[0.43839511275291443, 0.18054574728012085, 0.044593799859285355, 0.0340619757771492, 0.018430527299642563]	[[0.38861340284347534, 0.3961830139160156, 0.4256266951560974, 0.43156516551971436], [0.38861340284347534, 0.3961830139160156, 0.4256266951560974, 0.43156516551971436], [0.4385323226451874, 0.2752242684364319, 0.46781429648399353, 0.30030786991119385], [0.4027236998081207, 0.2818410098552704, 0.4256834089756012, 0.3039529025554657], [0.3877279758453369, 0.4031105637550354, 0.4267502427101135, 0.44570785760879517]]
4d5aa6f5-6d2e-444a-8960-e73c62cde93f/0093	[2, 2, 2, 2, 2]	[0.9872263073921204, 0.0003475697594694793, 0.0003430088108871132, 0.00025962715153582394, 0.00024829283938743174]	[[0.38517439365386963, 0.3431447744369507, 0.44497114419937134, 0.4000634551048279], [0.36011403799057007, 0.3005492091178894, 0.4550171494483948, 0.49849069118499756], [0.0, 0.5174869894981384, 0.30793774127960205, 1.0], [0.30495500564575195, 0.3325064778327942, 0.5026386976242065, 0.43641048669815063], [0.0, 0.1874200701713562, 0.5238379836082458, 0.8766888976097107]]
a4e74f16-eed6-4eb8-9911-51e0d288cd29/0139	[1, 1, 1, 1, 1]	[0.9999023675918579, 0.0011182192247360945, 0.0005407579010352492, 0.0004625914734788239, 0.00013605528511106968]	[[0.41375184059143066, 0.3638465702533722, 0.5035830140113831, 0.4393027126789093], [0.45858335494995117, 0.0026134997606277466, 0.7317004203796387, 0.15386852622032166], [0.41193345189094543, 0.0, 0.9436405897140503, 0.16152703762054443], [0.11788752675056458, 0.21575060486793518, 0.8520004749298096, 0.8732513189315796], [0.1736288219690323, 0.9508216381072998, 0.559587836265564, 0.9995037317276001]]
400a07ae-a945-41de-8a94-b0bf655474e5/0111	[1, 1, 1, 1, 1]	[0.9950645565986633, 0.0005704521900042892, 0.0004270619247108698, 0.0003888624778483063, 0.00014461162209045142]	[[0.32696864008903503, 0.8766489028930664, 0.43079259991645813, 1.0], [0.10549437999725342, 0.16784346103668213, 0.8578391075134277, 0.8678731918334961], [0.05901724100112915, 0.0, 0.9082108736038208, 0.3448764383792877], [0.30012795329093933, 0.867716908454895, 0.4602847397327423, 1.0], [0.2019510567188263, 0.9080322980880737, 0.4723418056964874, 0.9951149225234985]]
1dac619e-4123-42e9-bf11-8df2db3facf7/0100	[1, 1, 1, 1, 1]	[0.8438699841499329, 0.0005628805374726653, 0.00045141001464799047, 0.0004018216277472675, 0.0003277698706369847]	[[0.40816551446914673, 0.24233432114124298, 0.5236806869506836, 0.38516712188720703], [0.003950612619519234, 0.01828417181968689, 0.059898413717746735, 0.27055105566978455], [0.0038544870913028717, 0.05526714026927948, 0.06793296337127686, 0.34263521432876587], [0.0007401555776596069, 0.00023946166038513184, 0.046734604984521866, 0.17323170602321625], [0.0, 0.05111813545227051, 0.034017279744148254, 0.21016144752502441]]
f171f50d-4781-41b6-bec1-3e7a15e596dc/0032	[2, 2, 2, 2, 2]	[0.15733309090137482, 0.006367829628288746, 0.0023200656287372112, 0.0013931207358837128, 0.001058372319675982]	[[0.32492026686668396, 0.46069616079330444, 0.4142153561115265, 0.5718641877174377], [0.32184597849845886, 0.4193282425403595, 0.40622326731681824, 0.5262616276741028], [0.32350754737854004, 0.3715194761753082, 0.4214790463447571, 0.5693628191947937], [0.280396431684494, 0.4400980472564697, 0.4318120777606964, 0.5728914737701416], [0.3102044463157654, 0.42263680696487427, 0.41681545972824097, 0.5893954634666443]]
af3ae5e6-27ef-4699-beb3-f2c72831a594/0071	[1, 1, 1, 1, 0]	[0.9891887903213501, 0.0014930939069017768, 0.0007551850285381079, 0.0007444139919243753, 0.0004367003566585481]	[[0.3825259804725647, 0.5745118856430054, 0.4123913049697876, 0.5982248783111572], [0.002646505832672119, 0.5251919627189636, 0.3983260691165924, 0.7788159251213074], [0.0, 0.7382239103317261, 0.35717397928237915, 0.9770439863204956], [0.07761776447296143, 0.8395110368728638, 0.4065215587615967, 0.9952894449234009], [0.3825259804725647, 0.5745118856430054, 0.4123913049697876, 0.5982248783111572]]
2a279bda-651c-4740-a616-6862aa904c24/0141	[1, 2, 0, 1, 1]	[0.908592939376831, 0.0029798424802720547, 0.0005084489239379764, 0.0003889343934133649, 0.0003196155885234475]	[[0.3678446114063263, 0.49834245443344116, 0.4693407118320465, 0.5624242424964905], [0.3678446114063263, 0.49834245443344116, 0.4693407118320465, 0.5624242424964905], [0.3678446114063263, 0.49834245443344116, 0.4693407118320465, 0.5624242424964905], [0.009987831115722656, 0.007298549637198448, 0.4448010325431824, 0.06353729963302612], [0.0, 0.0, 0.6200904846191406, 0.08529318869113922]]
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0081	[1, 1, 2, 1, 2]	[0.9999567270278931, 0.0007516651530750096, 0.0004114581970497966, 0.00035820246557705104, 0.0002874251513276249]	[[0.34429842233657837, 0.34519386291503906, 0.6666578650474548, 0.5806837677955627], [0.37241730093955994, 0.0038495780900120735, 0.44459590315818787, 0.02180984988808632], [0.3370947241783142, 0.004173950292170048, 0.42308861017227173, 0.023788373917341232], [0.38337910175323486, 0.004463904537260532, 0.49262571334838867, 0.018384363502264023], [0.37241730093955994, 0.0038495780900120735, 0.44459590315818787, 0.02180984988808632]]
4d5aa6f5-6d2e-444a-8960-e73c62cde93f/0047	[2, 0, 2, 0, 0]	[0.9971342086791992, 0.0003811307542491704, 0.00022169102157931775, 0.00017111292982008308, 0.00014994002413004637]	[[0.3585660755634308, 0.16552624106407166, 0.4135691225528717, 0.23144420981407166], [0.16273072361946106, 0.0, 0.7492914199829102, 0.41549980640411377], [0.35993000864982605, 0.0045115165412425995, 0.4346044361591339, 0.0643780380487442], [0.09663784503936768, 0.25933408737182617, 0.45903849601745605, 0.9681835174560547], [0.35847193002700806, 0.0, 0.5522498488426208, 0.4494982659816742]]
e47d46c4-05cd-490d-9aaf-bce1d11d21be/0097	[2, 0, 1, 2, 2]	[0.9881675839424133, 0.0052896467968821526, 0.0017775833839550614, 0.0015239255735650659, 0.0009434546809643507]	[[0.3646944761276245, 0.5526995062828064, 0.41040951013565063, 0.5872427821159363], [0.22740572690963745, 0.00688003096729517, 0.4088183045387268, 0.03544989973306656], [0.43026766180992126, 0.8564261198043823, 0.5139610767364502, 0.9747707843780518], [0.40852493047714233, 0.8370238542556763, 0.5017721056938171, 0.9165686368942261], [0.38316941261291504, 0.0011338284239172935, 0.5306912660598755, 0.020190563052892685]]
a4e74f16-eed6-4eb8-9911-51e0d288cd29/0107	[1, 2, 2, 1, 0]	[0.8977758288383484, 0.0004888008697889745, 0.0001552603062009439, 0.000145174766657874, 7.923492375994101e-05]	[[0.3731709122657776, 0.4137570261955261, 0.4031447768211365, 0.44623202085494995], [0.07564282417297363, 0.9442670345306396, 0.5551900863647461, 0.9939906597137451], [0.0491335391998291, 0.9461464285850525, 0.8702444434165955, 1.0], [0.13096696138381958, 0.21866336464881897, 0.8789853453636169, 0.8762228488922119], [0.3259790539741516, 0.0776473879814148, 0.64102703332901, 0.6955866813659668]]
53f2206c-7284-413b-86eb-bd9a86f279bb/0136	[1, 2, 1, 2, 0]	[0.9999219179153442, 0.0007307501509785652, 0.00032020697835832834, 0.00029977664235047996, 0.0002659783640410751]	[[0.0, 0.0038986504077911377, 0.7039684057235718, 0.8432923555374146], [0.5596210360527039, 0.943240761756897, 0.671596348285675, 0.995529055595398], [0.1265663504600525, 0.7579016089439392, 0.9645532965660095, 0.9847584366798401], [0.5652096271514893, 0.8942027688026428, 0.67144775390625, 0.9734990000724792], [0.6290216445922852, 0.9496387243270874, 0.7733104228973389, 0.9967364072799683]]
62995e02-a09c-43f2-99e5-e23381915b37/0062	[1, 1, 1, 1, 1]	[0.9382531642913818, 0.0014332463033497334, 0.0003301366523373872, 0.00012454263924155384, 0.00012211728608235717]	[[0.3841249942779541, 0.4365127384662628, 0.4542587995529175, 0.4861675798892975], [0.09645497798919678, 0.21376127004623413, 0.853932797908783, 0.8876559138298035], [0.0258653461933136, 0.4330083131790161, 0.8812739849090576, 1.0], [0.3526593744754791, 0.395451158285141, 0.6054084300994873, 0.5022487044334412], [0.3573414385318756, 0.3696826696395874, 0.46156445145606995, 0.5482946634292603]]
6a435008-ce2b-4991-b66b-93aa4a084e05/0089	[1, 1, 0, 0, 0]	[0.5355100631713867, 0.0005819474463351071, 0.0002943247964140028, 0.000239959656028077, 0.00020558846881613135]	[[0.379827618598938, 0.4450872540473938, 0.5406562089920044, 0.5722838044166565], [0.14287304878234863, 0.20313161611557007, 0.8657867908477783, 0.8745905756950378], [0.21570158004760742, 0.007781180553138256, 0.43497079610824585, 0.02660047635436058], [0.3761090636253357, 0.4451585114002228, 0.544064998626709, 0.5738794803619385], [0.005064848810434341, 0.8842422366142273, 0.046501561999320984, 0.9658283591270447]]
09da3137-b836-479b-a4c9-5bdfa9b549e0/0097	[1, 1, 1, 1, 2]	[0.9998660087585449, 0.004446846898645163, 0.003355077700689435, 0.0006712937611155212, 0.0005061815027147532]	[[0.4085707366466522, 0.46950289607048035, 0.46105048060417175, 0.5152468681335449], [0.3917023241519928, 0.9671504497528076, 0.4439883530139923, 1.0], [0.41756489872932434, 0.9483732581138611, 0.47109171748161316, 0.9998725056648254], [0.244796022772789, 0.9450648427009583, 0.7153658866882324, 0.994515597820282], [0.0019623786211013794, 0.9654717445373535, 0.04667609557509422, 0.99698805809021]]
53f2206c-7284-413b-86eb-bd9a86f279bb/0043	[1, 0, 2, 2, 2]	[0.9999141693115234, 0.0003143860958516598, 0.000240654349909164, 0.00019551729201339185, 0.00018342009570915252]	[[0.0, 0.008591234683990479, 0.6904163360595703, 0.831744909286499], [0.0, 0.008591234683990479, 0.6904163360595703, 0.831744909286499], [0.5661075711250305, 0.9584971070289612, 0.6627338528633118, 1.0], [0.3533712327480316, 0.0014897296205163002, 0.4120939075946808, 0.021247096359729767], [0.8545613884925842, 0.9671502709388733, 1.0, 1.0]]
937869c5-e3b8-42d0-a0ef-5fe03e88c26f/0109	[1, 2, 2, 2, 1]	[0.7446003556251526, 0.042296115309000015, 0.0015398673713207245, 0.001009880332276225, 0.0008016556967049837]	[[0.37241506576538086, 0.2705329954624176, 0.4004943370819092, 0.32102587819099426], [0.37241506576538086, 0.2705329954624176, 0.4004943370819092, 0.32102587819099426], [0.26674169301986694, 0.0, 0.51137775182724, 0.15404440462589264], [0.2687093913555145, 0.0, 0.5268877744674683, 0.09345919638872147], [0.3731960356235504, 0.3011404275894165, 0.3999529778957367, 0.3416328430175781]]
1db03ecc-1d79-474b-bbbf-79d0b16bf277/0066	[1, 2, 0, 1, 1]	[1.0, 0.004758432507514954, 0.0020014303736388683, 0.0004868441610597074, 0.00026049348525702953]	[[0.16922837495803833, 0.5475006103515625, 0.6835879683494568, 0.9026820659637451], [0.16664671897888184, 0.551961362361908, 0.6989231705665588, 0.8990455269813538], [0.16664671897888184, 0.551961362361908, 0.6989231705665588, 0.8990455269813538], [0.034731894731521606, 0.0, 0.34177887439727783, 0.1747305691242218], [0.1622619926929474, 0.18214327096939087, 0.8860136270523071, 0.8592557311058044]]
b192bc1d-aab7-43d2-a367-19efe2d834c2/0019	[1, 2, 1, 1, 1]	[0.9998698234558105, 0.0025994267780333757, 0.0005652225809171796, 0.0003938011359423399, 0.0002481976698618382]	[[0.37948447465896606, 0.5244626998901367, 0.5053511261940002, 0.6153550148010254], [0.0, 0.5157502889633179, 0.17185351252555847, 0.9745399951934814], [0.4722524583339691, 0.7624685764312744, 1.0, 0.9924120903015137], [0.16092294454574585, 0.1832532286643982, 0.8549308180809021, 0.8645798563957214], [0.7222661972045898, 0.0040191709995269775, 0.9724321365356445, 0.20153065025806427]]
dd49d264-aecf-4d23-92c1-adf35a8ab29b/0088	[0, 1, 2, 0, 0]	[0.9999842643737793, 0.0022566786501556635, 0.0013228756142780185, 0.00015933749091345817, 0.00011116927635157481]	[[0.0, 0.2452780306339264, 0.740119218826294, 0.7231810092926025], [0.0, 0.24656246602535248, 0.7483829259872437, 0.7250241041183472], [0.0, 0.24656246602535248, 0.7483829259872437, 0.7250241041183472], [0.0, 0.0, 0.4600755572319031, 1.0], [0.1810493767261505, 0.21622830629348755, 0.6713411808013916, 0.8161159157752991]]
06084349-6a34-4e47-8fab-e7a7ca3cbdd8/0079	[1, 1, 1, 1, 1]	[0.9532713890075684, 0.0028106130193918943, 0.000743311713449657, 0.00021092366660013795, 0.0001776461722329259]	[[0.3665192127227783, 0.0, 0.4215138554573059, 0.018833354115486145], [0.09260725975036621, 0.1559428870677948, 0.8887225985527039, 0.9010783433914185], [0.33426156640052795, 0.0008383709937334061, 0.40973594784736633, 0.018186384811997414], [0.3927733600139618, 0.0013402234762907028, 0.46829208731651306, 0.02052203193306923], [0.02655014395713806, 0.43951040506362915, 0.873660683631897, 1.0]]
07fd6b85-0486-4790-ad35-a90a6b79c66c/0182	[2, 0, 1, 1, 1]	[0.9994727969169617, 0.0003417824627831578, 0.00033844404970295727, 0.0003001698642037809, 0.00028073080466128886]	[[0.38375124335289, 0.4989517331123352, 0.4325138032436371, 0.527168333530426], [0.16151063144207, 0.005722212605178356, 0.2464134246110916, 0.025819379836320877], [0.0, 0.4831967353820801, 0.3094214200973511, 0.7895820140838623], [0.008922770619392395, 0.7032221555709839, 0.31720173358917236, 0.9724949598312378], [0.0, 0.3762306272983551, 0.12904198467731476, 0.9609620571136475]]
6a435008-ce2b-4991-b66b-93aa4a084e05/0097	[1, 0, 0, 1, 2]	[0.9999940395355225, 0.0012522479519248009, 0.0009425198659300804, 0.0007311001536436379, 0.0006438095588237047]	[[0.36506927013397217, 0.4293041527271271, 0.659794807434082, 0.6600843667984009], [0.3656875491142273, 0.42493072152137756, 0.6614969372749329, 0.6583057641983032], [0.10211178660392761, 0.9497672915458679, 0.25100937485694885, 0.995997965335846], [0.08958446979522705, 0.9265745282173157, 0.39167603850364685, 0.99668949842453], [0.08958446979522705, 0.9265745282173157, 0.39167603850364685, 0.99668949842453]]
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0085	[1, 2, 1, 2, 1]	[0.9999780654907227, 0.00086750223999843, 0.0005410404410213232, 0.0003185077803209424, 0.00022697584063280374]	[[0.34542107582092285, 0.34317827224731445, 0.671911358833313, 0.5901862382888794], [0.2518332600593567, 0.9366997480392456, 0.5325573682785034, 1.0], [0.1325511634349823, 0.1834903061389923, 0.8702987432479858, 0.8761508464813232], [0.35215529799461365, 0.948488712310791, 0.4328685700893402, 1.0], [0.44193601608276367, 0.9671334624290466, 1.0, 0.9999658465385437]]
06acf647-e2e9-4562-aa42-eed217e5bd84/0001	[0, 2, 1, 0, 0]	[0.9999997615814209, 0.0005819144425913692, 0.0004118465294595808, 0.00027925780159421265, 0.00018698960775509477]	[[0.0809679925441742, 0.3638380169868469, 0.6225721836090088, 0.609111487865448], [0.08992677927017212, 0.3513614237308502, 0.6235513091087341, 0.6074506044387817], [0.08992677927017212, 0.3513614237308502, 0.6235513091087341, 0.6074506044387817], [0.3023611009120941, 0.15648949146270752, 0.6253852844238281, 0.7710882425308228], [0.127132847905159, 0.29581600427627563, 0.526762068271637, 0.6819103360176086]]
af3ae5e6-27ef-4699-beb3-f2c72831a594/0012	[1, 1, 2, 2, 2]	[0.9995766282081604, 0.0005539889098145068, 0.00037621858064085245, 0.00030018045799806714, 0.00024221274361480027]	[[0.4045683443546295, 0.460277795791626, 0.4340382516384125, 0.4824274182319641], [0.13646113872528076, 0.003147188574075699, 0.45347708463668823, 0.08476927876472473], [0.013484477996826172, 0.09972971677780151, 0.33189380168914795, 0.6433452367782593], [0.02674683928489685, 0.5215911865234375, 0.2395920753479004, 0.9985182285308838], [0.018281981348991394, 0.42060229182243347, 0.3221232295036316, 0.9215891361236572]]
