guid/image	labels	scores	boxes
a4e74f16-eed6-4eb8-9911-51e0d288cd29/0028	[1, 1, 1, 1, 1]	[0.9999948740005493, 0.0492735393345356, 0.047669339925050735, 0.025500401854515076, 0.025407321751117706]	[[0.44806399941444397, 0.4992648661136627, 0.49193698167800903, 0.5342782139778137], [0.0, 0.42196011543273926, 0.4453074634075165, 1.0], [0.0, 0.055221736431121826, 0.41002827882766724, 1.0], [0.0, 0.0, 0.42131680250167847, 0.765648603439331], [0.0, 0.0, 0.7372113466262817, 0.1830129772424698]]
6a435008-ce2b-4991-b66b-93aa4a084e05/0013	[2, 1, 1, 1, 1]	[0.9999837875366211, 0.08910749107599258, 0.0750328078866005, 0.03624780848622322, 0.019676391035318375]	[[0.18938171863555908, 0.415433794260025, 0.5065203905105591, 0.5862528681755066], [0.0, 0.4406386911869049, 0.41874808073043823, 1.0], [0.0, 0.0, 0.5245024561882019, 0.2455894947052002], [0.0, 0.0, 0.38695356249809265, 0.3875124454498291], [0.0, 0.0, 0.43969985842704773, 0.9329137802124023]]
6b08aacf-49fe-445b-8085-41d09f937be5/0101	[1, 1, 1, 1, 1]	[0.9999939203262329, 0.13545602560043335, 0.08144281804561615, 0.03334403038024902, 0.024766700342297554]	[[0.41791054606437683, 0.17392459511756897, 0.47157859802246094, 0.31270352005958557], [0.0, 0.0, 0.42070409655570984, 0.7957832217216492], [0.0013607967412099242, 0.0, 0.4899861216545105, 0.5129104852676392], [0.0, 0.5578272342681885, 0.5314933657646179, 1.0], [0.0, 0.10884064435958862, 0.4408048093318939, 1.0]]
047b864f-0753-448b-9483-f990ae41abaf/0034	[1, 1, 1, 1, 1]	[0.99998939037323, 0.17233756184577942, 0.07147535681724548, 0.06629917770624161, 0.05868137255311012]	[[0.3738723695278168, 0.15024761855602264, 0.5186266303062439, 0.24615730345249176], [0.0013644691789522767, 0.0, 0.38011011481285095, 0.8860256671905518], [0.0038958697114139795, 0.0, 0.543194591999054, 0.4226387143135071], [0.013763129711151123, 0.6278974413871765, 0.501079261302948, 0.976408064365387], [0.006381317973136902, 0.569777250289917, 0.36516162753105164, 1.0]]
1fcce361-ab48-46a4-bbfb-f73bd4bf40e4/0052	[1, 1, 1, 1, 1]	[0.9999892711639404, 0.051069099456071854, 0.04452230781316757, 0.026879949495196342, 0.013337329030036926]	[[0.2725170850753784, 0.2683248221874237, 0.7898714542388916, 0.6041076183319092], [0.019530951976776123, 0.4779774844646454, 0.7681854367256165, 0.9087296724319458], [0.0, 0.0, 0.4163981080055237, 0.9649219512939453], [0.003710460616275668, 0.399502158164978, 0.5232937335968018, 0.9375847578048706], [0.003967922180891037, 0.5442073345184326, 0.37124454975128174, 1.0]]
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0018	[2, 1, 1, 1, 1]	[0.999996542930603, 0.06763435155153275, 0.023146936669945717, 0.022996477782726288, 0.012924477458000183]	[[0.005121803842484951, 0.2846341133117676, 0.6547042727470398, 0.6523346900939941], [0.0, 0.4133963882923126, 0.4128018021583557, 0.9986119270324707], [0.0, 0.5760484933853149, 0.9048096537590027, 1.0], [0.0, 0.5551327466964722, 0.5437990427017212, 1.0], [0.0, 0.7328847646713257, 0.9419894218444824, 1.0]]
e47d46c4-05cd-490d-9aaf-bce1d11d21be/0057	[1, 1, 1, 1, 1]	[0.9999579191207886, 0.03531857207417488, 0.012855461798608303, 0.011081368662416935, 0.007233859039843082]	[[0.38483527302742004, 0.4828796684741974, 0.40902870893478394, 0.5048239827156067], [0.0, 0.11494326591491699, 0.4220023453235626, 1.0], [0.0, 0.8007106184959412, 0.7413986921310425, 1.0], [0.0, 0.0, 0.531487762928009, 0.3225442171096802], [0.5125930905342102, 0.0, 1.0, 0.2877298593521118]]
bc097e0a-99bf-438d-9826-5ba0f228ea34/0051	[1, 1, 1, 1, 1]	[0.9997668862342834, 0.2869878113269806, 0.08741744607686996, 0.027046317234635353, 0.023208463564515114]	[[0.406009703874588, 0.6023829579353333, 0.4410451352596283, 0.6732730269432068], [0.40637120604515076, 0.3845149278640747, 0.42172226309776306, 0.4082701802253723], [0.0, 0.0, 0.40965956449508667, 0.9567116498947144], [0.0, 0.0, 0.3901698887348175, 0.3862646222114563], [0.0, 0.7483395934104919, 0.8330623507499695, 1.0]]
e47d46c4-05cd-490d-9aaf-bce1d11d21be/0180	[2, 1, 1, 1, 1]	[0.9999954700469971, 0.055024661123752594, 0.036257900297641754, 0.026513082906603813, 0.01976480893790722]	[[0.23302116990089417, 0.3609273433685303, 0.7250167727470398, 0.6327118277549744], [0.0, 0.5269489288330078, 0.6295186877250671, 1.0], [0.016533182933926582, 0.0, 0.6848459243774414, 0.4143650531768799], [0.0, 0.0, 0.5273573994636536, 0.265009343624115], [0.03386180102825165, 0.0, 0.6994562745094299, 0.2144259810447693]]
af3ae5e6-27ef-4699-beb3-f2c72831a594/0009	[1, 1, 1, 1, 1]	[0.9999939203262329, 0.07700715959072113, 0.02881910651922226, 0.017099879682064056, 0.015407795086503029]	[[0.43032678961753845, 0.42348331212997437, 0.4595501124858856, 0.44394510984420776], [0.0, 0.0, 0.4242163896560669, 0.7992273569107056], [0.0, 0.0, 0.3946796655654907, 0.4239366948604584], [0.0, 0.3770495057106018, 0.42253294587135315, 1.0], [0.0, 0.0, 0.7430472373962402, 0.1788715124130249]]
1dac619e-4123-42e9-bf11-8df2db3facf7/0031	[1, 1, 1, 1, 1]	[0.9999938011169434, 0.061841003596782684, 0.03779846057295799, 0.023060455918312073, 0.020096007734537125]	[[0.3892489969730377, 0.28059738874435425, 0.4432055950164795, 0.3379664421081543], [0.0, 0.21626052260398865, 0.4306640625, 1.0], [0.0, 0.0, 0.42817771434783936, 0.8208438158035278], [0.0, 0.0, 0.4048890769481659, 0.39993447065353394], [0.0008520258706994355, 0.6042113304138184, 0.5441774129867554, 0.990459680557251]]
8e5bfc79-ce93-4752-89f8-ca76db553240/0035	[1, 1, 1, 1, 1]	[0.9999712705612183, 0.10838745534420013, 0.04851245880126953, 0.03130543604493141, 0.014036048203706741]	[[0.44246765971183777, 0.7691909670829773, 0.5191738605499268, 0.9497944712638855], [0.0, 0.0, 0.4018090069293976, 0.968725323677063], [0.00292521552182734, 0.5567793846130371, 0.5434061884880066, 1.0], [0.0, 0.3550185561180115, 0.4063355028629303, 1.0], [0.0, 0.0, 0.34196096658706665, 0.4497215747833252]]
06084349-6a34-4e47-8fab-e7a7ca3cbdd8/0087	[1, 1, 1, 1, 1]	[0.9999943971633911, 0.03617924079298973, 0.020407723262906075, 0.018894905224442482, 0.015784068033099174]	[[0.3773192763328552, 0.49627891182899475, 0.45172011852264404, 0.6299611926078796], [0.009415567852556705, 0.0, 0.49569666385650635, 0.2405318021774292], [0.0, 0.3162510395050049, 0.39086779952049255, 1.0], [0.0, 0.0, 0.4258185923099518, 0.9817622303962708], [0.0, 0.0, 0.37437403202056885, 0.39820659160614014]]
07fd6b85-0486-4790-ad35-a90a6b79c66c/0203	[1, 1, 1, 1, 1]	[0.9999438524246216, 0.02933131344616413, 0.022961828857660294, 0.018762990832328796, 0.016312500461935997]	[[0.41701796650886536, 0.42530184984207153, 0.4437592327594757, 0.4423404335975647], [0.0, 0.0, 0.43390560150146484, 0.7908390760421753], [0.0, 0.0, 1.0, 0.19056299328804016], [0.0, 0.513312816619873, 0.41956791281700134, 1.0], [0.015460080467164516, 0.11343804001808167, 0.5468950867652893, 0.698318362236023]]
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9/0189	[2, 1, 1, 1, 1]	[0.999948263168335, 0.09805240482091904, 0.0231280867010355, 0.016262775287032127, 0.010733483359217644]	[[0.35613560676574707, 0.09447644650936127, 0.45771485567092896, 0.24873481690883636], [0.0, 0.0, 0.41525793075561523, 0.768400251865387], [0.0, 0.5530951619148254, 0.4095703661441803, 1.0], [0.0052128685638308525, 0.6839876174926758, 0.5137772560119629, 1.0], [0.0, 0.0, 0.3893788158893585, 0.41802915930747986]]
af3ae5e6-27ef-4699-beb3-f2c72831a594/0205	[1, 1, 1, 1, 1]	[0.9999898672103882, 0.0377526693046093, 0.029039843007922173, 0.01415328960865736, 0.013370418921113014]	[[0.3369995951652527, 0.34755536913871765, 0.7049804329872131, 0.6323492527008057], [0.01576768234372139, 0.0, 0.4116399586200714, 1.0], [0.0, 0.0, 0.5941358804702759, 0.40985560417175293], [0.0, 0.0, 0.40831658244132996, 0.5276532173156738], [0.024836648255586624, 0.39802536368370056, 0.39846155047416687, 1.0]]
dd49d264-aecf-4d23-92c1-adf35a8ab29b/0037	[0, 1, 1, 1, 1]	[0.9999257326126099, 0.024378586560487747, 0.006175884511321783, 0.00608466099947691, 0.006057331338524818]	[[0.007838383316993713, 0.3217715322971344, 0.722343385219574, 0.8019194602966309], [0.0, 0.0, 0.37857744097709656, 0.4206043779850006], [0.013107923790812492, 0.0, 0.5733495354652405, 0.396911084651947], [0.50932377576828, 0.0, 1.0, 0.21476227045059204], [0.014938842505216599, 0.757260799407959, 0.8514488935470581, 1.0]]
6a435008-ce2b-4991-b66b-93aa4a084e05/0071	[2, 1, 1, 1, 1]	[0.999929666519165, 0.11351634562015533, 0.03894561529159546, 0.032958537340164185, 0.022731339558959007]	[[0.3728798031806946, 0.5142871141433716, 0.4258398413658142, 0.5647120475769043], [0.0, 0.0, 0.42554372549057007, 0.8162959814071655], [0.0, 0.08829623460769653, 0.4424016773700714, 1.0], [0.0, 0.0, 0.37933188676834106, 0.3905411958694458], [0.005112615879625082, 0.0, 0.5777114033699036, 0.4138553738594055]]
53f2206c-7284-413b-86eb-bd9a86f279bb/0106	[1, 1, 1, 1, 1]	[0.9996333122253418, 0.18330901861190796, 0.06849630177021027, 0.014435905031859875, 0.009640510194003582]	[[0.0020819439087063074, 0.01586952805519104, 0.6777191162109375, 0.8589529991149902], [0.006912583950906992, 0.35551947355270386, 0.7471166849136353, 0.9273681044578552], [0.048220403492450714, 0.6006011366844177, 0.768772304058075, 0.9852634072303772], [0.042241696268320084, 0.11399778723716736, 0.6198585033416748, 0.7011595964431763], [0.0, 0.5331085324287415, 0.3905818462371826, 1.0]]
bc097e0a-99bf-438d-9826-5ba0f228ea34/0099	[2, 1, 1, 1, 1]	[0.9999735355377197, 0.13093245029449463, 0.029452987015247345, 0.024546276777982712, 0.022064493969082832]	[[0.4103461802005768, 0.5165015459060669, 0.434297651052475, 0.5329968929290771], [0.0, 0.0, 0.3834937512874603, 0.9863536953926086], [0.0, 0.17624661326408386, 0.49037086963653564, 0.7341796159744263], [0.0, 0.0, 0.36618152260780334, 0.41044729948043823], [0.0, 0.5401501655578613, 0.3853221535682678, 1.0]]
e47d46c4-05cd-490d-9aaf-bce1d11d21be/0163	[2, 1, 1, 1, 1]	[0.9999608993530273, 0.04659631475806236, 0.03864896297454834, 0.03749457746744156, 0.014571243897080421]	[[0.3596550524234772, 0.5967848300933838, 0.4382093548774719, 0.6522265672683716], [0.0, 0.0, 0.4243917167186737, 1.0], [0.0, 0.39020541310310364, 0.4371812343597412, 1.0], [0.0, 0.0, 0.4352436065673828, 0.5374658107757568], [0.0, 0.0, 1.0, 0.1839493215084076]]
400a07ae-a945-41de-8a94-b0bf655474e5/0062	[1, 1, 1, 1, 2]	[0.9999635219573975, 0.05323120579123497, 0.04117342457175255, 0.02438761480152607, 0.002946503460407257]	[[0.3881584107875824, 0.4551464021205902, 0.41248559951782227, 0.48364749550819397], [0.007112316787242889, 0.5457277297973633, 0.4106941521167755, 1.0], [0.0, 0.0, 0.4228825271129608, 0.9059808850288391], [0.0, 0.0, 0.39780953526496887, 0.4226679801940918], [0.013038297183811665, 0.5991309881210327, 0.380236953496933, 1.0]]
a4e74f16-eed6-4eb8-9911-51e0d288cd29/0081	[1, 1, 1, 1, 1]	[0.9999964237213135, 0.0641731545329094, 0.02748611941933632, 0.013144792057573795, 0.012593839317560196]	[[0.3957616686820984, 0.46040773391723633, 0.47337859869003296, 0.5221659541130066], [0.0, 0.0, 0.42436400055885315, 0.8425841331481934], [0.0, 0.0, 0.399921715259552, 0.40791451930999756], [0.0, 0.20518937706947327, 0.5439140200614929, 0.7621281147003174], [0.0, 0.3820298910140991, 0.564042329788208, 0.9363870620727539]]
3f70775d-223d-4929-b6ac-ab687814a34d/0024	[1, 1, 1, 1, 1]	[0.9999942779541016, 0.06949201226234436, 0.0230769831687212, 0.021214814856648445, 0.010040362365543842]	[[0.44159361720085144, 0.07752873003482819, 0.4767288565635681, 0.11065222322940826], [0.0, 0.023561835289001465, 0.4141421616077423, 1.0], [0.0, 0.0, 0.3978802263736725, 0.5474592447280884], [0.0, 0.0, 0.5174823999404907, 0.258492112159729], [0.6477786898612976, 0.0, 1.0, 0.3866187632083893]]
60ed87f2-7474-43e2-9d9f-b1072f4a1e39/0109	[2, 1, 1, 1, 1]	[0.9982732534408569, 0.07180604338645935, 0.026973983272910118, 0.009219574742019176, 0.009212283417582512]	[[0.3856975734233856, 0.5168215036392212, 0.41657301783561707, 0.533544659614563], [0.0, 0.0, 0.41968783736228943, 1.0], [0.0, 0.0, 0.41035357117652893, 0.6262446641921997], [0.0, 0.5512675642967224, 0.38886040449142456, 1.0], [0.3898143172264099, 0.5163479447364807, 0.41535237431526184, 0.5345589518547058]]
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0071	[1, 1, 1, 1, 1]	[0.999994158744812, 0.03380708396434784, 0.02258242480456829, 0.015958677977323532, 0.013522221706807613]	[[0.3787592947483063, 0.3933377265930176, 0.6048642992973328, 0.5667775273323059], [0.0, 0.6997870206832886, 0.8103622198104858, 1.0], [0.0, 0.5469752550125122, 0.39844372868537903, 1.0], [0.0001805307256290689, 0.0, 0.5417748093605042, 0.25605034828186035], [0.09370547533035278, 0.8919922709465027, 0.9046913981437683, 0.9979169964790344]]
e47d46c4-05cd-490d-9aaf-bce1d11d21be/0187	[2, 1, 1, 1, 1]	[0.9999638795852661, 0.04674825817346573, 0.027623090893030167, 0.0175661388784647, 0.015134169720113277]	[[0.16314180195331573, 0.14644639194011688, 0.7281644940376282, 0.47350478172302246], [0.0, 0.0, 0.4604189395904541, 0.7078888416290283], [0.0, 0.3795473873615265, 0.5420889854431152, 0.952567458152771], [0.0, 0.7097373604774475, 0.8917490839958191, 1.0], [0.0, 0.3221426010131836, 0.7100605964660645, 0.7748650312423706]]
400a07ae-a945-41de-8a94-b0bf655474e5/0099	[1, 1, 1, 1, 1]	[0.9999622106552124, 0.04199677333235741, 0.03865182772278786, 0.0264339167624712, 0.008420301601290703]	[[0.3291375935077667, 0.8756618499755859, 0.4308803379535675, 0.9997274875640869], [0.0, 0.5412007570266724, 0.3956378698348999, 1.0], [0.0, 0.0, 0.42431187629699707, 0.9382145404815674], [0.0, 0.0, 0.4079957902431488, 0.5420331954956055], [0.6486806273460388, 0.0, 1.0, 0.3632925748825073]]
07fd6b85-0486-4790-ad35-a90a6b79c66c/0019	[2, 1, 1, 1, 1]	[0.9992013573646545, 0.06552199274301529, 0.04545042663812637, 0.022634517401456833, 0.02096141129732132]	[[0.41931939125061035, 0.6537415981292725, 0.45040634274482727, 0.6964845657348633], [0.0, 0.0, 0.4158724248409271, 0.9839493036270142], [0.0, 0.36724403500556946, 0.4364040195941925, 1.0], [0.0, 0.0, 0.39224445819854736, 0.3938777446746826], [0.0052949897944927216, 0.0, 0.9486556053161621, 0.17956697940826416]]
400a07ae-a945-41de-8a94-b0bf655474e5/0022	[1, 1, 1, 1, 1]	[0.9999866485595703, 0.0832165852189064, 0.060621168464422226, 0.007151471916586161, 0.005027091596275568]	[[0.23164238035678864, 0.23803167045116425, 0.7669337391853333, 0.5766398906707764], [0.0018100502202287316, 0.33580282330513, 0.7661267518997192, 1.0], [0.0, 0.0, 0.42284029722213745, 0.8432702422142029], [0.0, 0.0, 0.37111809849739075, 0.41579437255859375], [0.0, 0.0, 0.8337547779083252, 0.5003207921981812]]
b38d6b73-db94-4345-b313-0aee58588ded/0059	[1, 1, 1, 1, 1]	[0.9999833106994629, 0.06929917633533478, 0.028491074219346046, 0.018798615783452988, 0.01770525984466076]	[[0.3944142758846283, 0.44166576862335205, 0.41988420486450195, 0.46425002813339233], [0.0, 0.0, 0.42292845249176025, 0.8557349443435669], [0.0, 0.0, 0.5149905681610107, 0.2605942189693451], [0.0, 0.0, 0.9937776923179626, 0.20209407806396484], [0.0, 0.0, 0.5382054448127747, 0.48699814081192017]]
630f5200-f86e-490f-8764-1ecf1d398f5b/0112	[2, 1, 1, 1, 1]	[0.9996745586395264, 0.1584288775920868, 0.05542956292629242, 0.014169971458613873, 0.011233209632337093]	[[0.37802058458328247, 0.3785211443901062, 0.4602949619293213, 0.44881606101989746], [0.0, 0.0, 0.40853172540664673, 0.6716521978378296], [0.0, 0.0, 0.39024877548217773, 1.0], [0.0, 0.0, 0.5079056620597839, 0.25146669149398804], [0.0, 0.5224059224128723, 0.39317357540130615, 1.0]]
3f70775d-223d-4929-b6ac-ab687814a34d/0096	[1, 1, 1, 1, 1]	[0.9999827146530151, 0.037950363010168076, 0.012981349602341652, 0.01227417029440403, 0.009830291382968426]	[[0.42934393882751465, 0.24444030225276947, 0.49404627084732056, 0.3466666042804718], [0.0, 0.06840357184410095, 0.42182400822639465, 1.0], [0.6526913046836853, 0.0, 1.0, 0.5115693807601929], [0.6689936518669128, 0.0, 1.0, 0.17016591131687164], [0.0, 0.0, 0.5173664093017578, 0.24694843590259552]]
400a07ae-a945-41de-8a94-b0bf655474e5/0082	[1, 1, 1, 1, 1]	[0.9999972581863403, 0.043866366147994995, 0.024852273985743523, 0.018601419404149055, 0.009951787069439888]	[[0.39643582701683044, 0.5034409761428833, 0.46275055408477783, 0.6208829879760742], [0.0, 0.0, 0.41078415513038635, 0.8285641670227051], [0.0, 0.3164984881877899, 0.42627468705177307, 1.0], [0.0, 0.0, 0.38053685426712036, 0.4172365665435791], [0.00024979154113680124, 0.5405697822570801, 0.38896438479423523, 1.0]]
e47d46c4-05cd-490d-9aaf-bce1d11d21be/0183	[2, 1, 1, 1, 1]	[0.9999904632568359, 0.08450304716825485, 0.07959531992673874, 0.054192569106817245, 0.04156608507037163]	[[0.24561116099357605, 0.3206631541252136, 0.6376678347587585, 0.5342621207237244], [0.0, 0.40653860569000244, 0.691823422908783, 0.8619592189788818], [0.0, 0.0038358569145202637, 0.4248946011066437, 1.0], [0.0, 0.0, 0.5232899785041809, 0.24069738388061523], [0.0, 0.6302269697189331, 0.702712893486023, 1.0]]
af3ae5e6-27ef-4699-beb3-f2c72831a594/0003	[1, 1, 1, 1, 1]	[0.9999929666519165, 0.05375893786549568, 0.04358697682619095, 0.03503487631678581, 0.015143080614507198]	[[0.45784738659858704, 0.36698535084724426, 0.4886855185031891, 0.39088889956474304], [0.0, 0.0, 0.4172160029411316, 0.7268582582473755], [0.016772769391536713, 0.08813759684562683, 0.5360892415046692, 0.6277825832366943], [0.0, 0.13810810446739197, 0.44994401931762695, 1.0], [0.0, 0.0, 0.40192899107933044, 0.4061369299888611]]
894333fe-2f3d-4828-9ea7-8bd4305bfebb/0052	[1, 1, 1, 1, 1]	[0.9999744892120361, 0.12605053186416626, 0.09689907729625702, 0.05191587284207344, 0.031808122992515564]	[[0.3906182646751404, 0.7348389625549316, 0.4288901686668396, 0.7878227233886719], [0.0027614342980086803, 0.165320485830307, 0.41358864307403564, 1.0], [0.0, 0.0, 0.4142943024635315, 0.6116245985031128], [0.0, 0.5483695268630981, 0.3992196023464203, 1.0], [0.0, 0.0, 0.628158688545227, 0.43633341789245605]]
c6b38078-47e9-41e4-913a-c082736fb1cf/0167	[2, 1, 1, 1, 1]	[0.9999912977218628, 0.03612935170531273, 0.029453633353114128, 0.01200770027935505, 0.010290615260601044]	[[0.27463626861572266, 0.24022111296653748, 0.4928525984287262, 0.38901379704475403], [0.0, 0.6487342119216919, 0.697385847568512, 1.0], [0.0, 0.4506307542324066, 0.7051478624343872, 0.944454550743103], [0.0, 0.7411527633666992, 0.9896222949028015, 1.0], [0.011055114679038525, 0.788409948348999, 0.6578322649002075, 1.0]]
986ae770-def6-4df5-9382-83dc77e6baf2/0008	[1, 1, 1, 1, 1]	[0.9999845027923584, 0.03742409497499466, 0.021109500899910927, 0.012879989109933376, 0.009516877122223377]	[[0.40455910563468933, 0.39670687913894653, 0.45144081115722656, 0.44181370735168457], [0.0, 0.0, 0.43441063165664673, 1.0], [0.0, 0.5389102697372437, 0.4169195592403412, 1.0], [0.0, 0.7067837119102478, 0.874372661113739, 1.0], [0.02602515183389187, 0.5790712833404541, 0.7483832240104675, 1.0]]
fc26f4db-22c1-49c7-be8d-b769476cdff2/0192	[2, 1, 1, 1, 1]	[0.9999908208847046, 0.042217858135700226, 0.027410045266151428, 0.014845037832856178, 0.013228891417384148]	[[0.39494138956069946, 0.43835824728012085, 0.4566512405872345, 0.4683954119682312], [0.0, 0.0, 0.4149627983570099, 0.7219861149787903], [0.0, 0.0, 0.3969441056251526, 0.4032685160636902], [0.006797397509217262, 0.0, 0.5308879613876343, 0.26307305693626404], [0.0, 0.5424187779426575, 0.4116918444633484, 1.0]]
483efc67-5354-4368-bcdb-f51559dda379/0096	[1, 1, 1, 1, 1]	[0.9999853372573853, 0.03891691192984581, 0.03731341287493706, 0.030609851703047752, 0.028898533433675766]	[[0.3475392162799835, 0.718705415725708, 0.4311376214027405, 0.7891862392425537], [0.013279713690280914, 0.1303216516971588, 0.4232473373413086, 1.0], [0.0, 0.0, 0.40289953351020813, 0.40588393807411194], [0.0, 0.0, 0.42626330256462097, 0.8107521533966064], [0.0, 0.5200003981590271, 0.40791019797325134, 1.0]]
cb65a1e9-c01f-49ce-8e46-0f791aae4bf9/0107	[2, 1, 1, 2, 1]	[0.9998914003372192, 0.08273306488990784, 0.06852608919143677, 0.02336410991847515, 0.014882894232869148]	[[0.3773573338985443, 0.40854108333587646, 0.41165491938591003, 0.43654918670654297], [0.0, 0.0, 0.405192494392395, 0.3983529806137085], [0.0, 0.5632743239402771, 0.3973313271999359, 1.0], [0.3760170638561249, 0.0019658654928207397, 0.41272446513175964, 0.03804679214954376], [0.3801601827144623, 0.0045347027480602264, 0.420155793428421, 0.043314479291439056]]
f9609d68-b897-4889-b67b-74bcf31b14f3/0043	[1, 1, 1, 1, 1]	[0.9999643564224243, 0.11719025671482086, 0.08186980336904526, 0.0572473481297493, 0.032461412250995636]	[[0.32892078161239624, 0.461149126291275, 0.4004982113838196, 0.5300651788711548], [0.0, 0.0, 0.4088660776615143, 0.9062126874923706], [0.007200468331575394, 0.0, 0.37237030267715454, 0.37944144010543823], [0.009251948446035385, 0.25096404552459717, 0.4133317470550537, 1.0], [0.007889051921665668, 0.5570628046989441, 0.36548832058906555, 0.9998144507408142]]
8b2d3265-8b38-439d-86e9-92dccfee4cb5/0145	[1, 1, 1, 1, 1]	[0.9999911785125732, 0.029442956671118736, 0.028402017429471016, 0.018300732597708702, 0.017130164429545403]	[[0.3973950445652008, 0.4587819576263428, 0.5287582874298096, 0.6754046678543091], [0.0, 0.0, 0.528733491897583, 0.24832366406917572], [0.03827647119760513, 0.3233547806739807, 0.5293526649475098, 0.8315295577049255], [0.0036393566988408566, 0.3792765140533447, 0.4217842221260071, 1.0], [0.012916551902890205, 0.5498793721199036, 0.5678833723068237, 1.0]]
6d179946-a669-4f32-8438-145a0f80886c/0017	[2, 1, 1, 1, 1]	[0.9999752044677734, 0.06455614417791367, 0.060579489916563034, 0.019503258168697357, 0.012888874858617783]	[[0.3314565420150757, 0.7115302681922913, 0.43963366746902466, 0.8017129302024841], [0.0, 0.2729850113391876, 0.42486968636512756, 1.0], [0.0, 0.0, 0.40490642189979553, 0.8569406270980835], [0.0, 0.5502398014068604, 0.4081946909427643, 1.0], [0.0, 0.0, 0.38010576367378235, 0.4084082841873169]]
e47d46c4-05cd-490d-9aaf-bce1d11d21be/0132	[1, 1, 1, 1, 1]	[0.9999617338180542, 0.03292449936270714, 0.030949236825108528, 0.027653319761157036, 0.02681046538054943]	[[0.33561939001083374, 0.8266775608062744, 0.4023427665233612, 0.8828907012939453], [0.0, 0.0, 0.5607656240463257, 0.42870625853538513], [0.0, 0.08641186356544495, 0.4085918962955475, 1.0], [0.0, 0.0, 0.39688825607299805, 0.5702496767044067], [0.0, 0.0, 0.5391772985458374, 0.2368701845407486]]
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0028	[2, 1, 1, 1, 1]	[0.999993085861206, 0.09419463574886322, 0.034506332129240036, 0.031323160976171494, 0.024282274767756462]	[[0.0005809994181618094, 0.306435227394104, 0.6259759068489075, 0.6328528523445129], [0.0, 0.4113234877586365, 0.5131833553314209, 0.8700514435768127], [0.0, 0.3756013512611389, 0.38373178243637085, 1.0], [0.0, 0.5643221735954285, 0.5646975636482239, 1.0], [0.0, 0.7236709594726562, 0.7262518405914307, 1.0]]
435ebc5b-40e8-401c-9816-8f584427f82c/0142	[1, 1, 1, 1, 1]	[0.9999854564666748, 0.033342551440000534, 0.02891239896416664, 0.01717694289982319, 0.014074506238102913]	[[0.3672400414943695, 0.31890439987182617, 0.500273585319519, 0.43690627813339233], [0.0, 0.0, 0.37879514694213867, 0.6570479869842529], [0.0, 0.7392882704734802, 0.8531014323234558, 1.0], [0.0, 0.0, 1.0, 0.18670108914375305], [0.0007362568867392838, 0.0, 0.3632704019546509, 0.40168654918670654]]
4d5aa6f5-6d2e-444a-8960-e73c62cde93f/0151	[2, 1, 1, 1, 1]	[0.9982688426971436, 0.10785268992185593, 0.06550557911396027, 0.042685750871896744, 0.035404082387685776]	[[0.3837973177433014, 0.6528922319412231, 0.41172006726264954, 0.6741373538970947], [0.0, 0.03189605474472046, 0.4180563688278198, 1.0], [0.0, 0.0, 0.3959459662437439, 0.5391222834587097], [0.3858489692211151, 0.6519860625267029, 0.41177743673324585, 0.6746572852134705], [0.0075039635412395, 0.4401337802410126, 0.519801139831543, 0.9768949747085571]]
630f5200-f86e-490f-8764-1ecf1d398f5b/0154	[2, 1, 2, 1, 1]	[0.9999680519104004, 0.09432756155729294, 0.061140865087509155, 0.03552045673131943, 0.021002357825636864]	[[0.3674812912940979, 0.427525132894516, 0.5417900085449219, 0.48278453946113586], [0.0, 0.0, 0.40415605902671814, 0.9442076683044434], [0.3124102056026459, 0.2674834132194519, 0.34714066982269287, 0.3061566948890686], [0.0, 0.5349945425987244, 0.41080552339553833, 1.0], [0.0, 0.0, 0.36532121896743774, 0.4085890054702759]]
8fe618c9-8ea6-4f82-b634-cfebc8a47122/0041	[2, 1, 2, 1, 1]	[0.9999443292617798, 0.3020699918270111, 0.16953694820404053, 0.04426341503858566, 0.031802691519260406]	[[0.38797882199287415, 0.5930712819099426, 0.4696735143661499, 0.656976044178009], [0.3811991810798645, 0.0028844373300671577, 0.4470020532608032, 0.019063163548707962], [0.3718300461769104, 0.0016585532575845718, 0.4493483901023865, 0.018963607028126717], [0.0, 0.0, 0.38514435291290283, 0.4083159267902374], [0.0027351719327270985, 0.0, 0.4921918511390686, 0.2455866038799286]]
435ebc5b-40e8-401c-9816-8f584427f82c/0114	[1, 1, 1, 1, 1]	[0.9999946355819702, 0.05672934278845787, 0.02033756487071514, 0.01839650236070156, 0.018108636140823364]	[[0.39553219079971313, 0.36529073119163513, 0.5113223195075989, 0.5263670682907104], [0.0, 0.0, 0.42832982540130615, 1.0], [0.0, 0.0, 0.39339667558670044, 0.5419946908950806], [0.0, 0.3632642328739166, 0.42892009019851685, 1.0], [0.0, 0.7804616093635559, 0.7497836351394653, 1.0]]
